"","root_node_id","min_hamming_distance","max_hamming_distance","median_hamming_distance","min_gc_content","max_gc_content","mean_gc_content"
"27244",27244,1,4,2,0.421527777777778,0.422916666666667,0.421875
"27246",27246,1,35,4,0.421527777777778,0.424822695035461,0.422445208782038
"27282",27282,1,39,29,0.423611111111111,0.428977272727273,0.425936470712545
"27299",27299,1,45,9,0.422222222222222,0.431205673758865,0.427749492514055
"27348",27348,1,64,21,0.425414364640884,0.429078014184397,0.426844534368451
"27349",27349,1,65,32,0.425295343988881,0.429078014184397,0.42696881672102
"27350",27350,1,67,33,0.424305555555556,0.429787234042553,0.42701698855589
"27405",27405,3,42,8,0.425,0.428368794326241,0.426660660877419
"27427",27427,2,50,22.5,0.428965517241379,0.432624113475177,0.430981824584631
"27438",27438,2,50,24,0.424772568229531,0.432624113475177,0.430274269110151
"27464",27464,1,39,6,0.426388888888889,0.431818181818182,0.428581354399526
"27540",27540,4,6,6,0.427581427581428,0.428967428967429,0.428135828135828
"27552",27552,1,36,4,0.426981919332406,0.430397727272727,0.428690453576263
"27591",27591,1,63,15,0.427374301675978,0.43222143364088,0.429780024769113
"27606",27606,2,7,5,0.429382540809084,0.431818181818182,0.430459637867279
"27701",27701,4,40,36,0.426888426888427,0.431914893617021,0.429462819868721
"27730",27730,1,28,3,0.427012278308322,0.42966042966043,0.428688121730414
"27763",27763,2,6,2,0.427581427581428,0.428967428967429,0.428330989965339
"27782",27782,2,12,10.5,0.425502425502426,0.428670842032011,0.426857493687394
"27813",27813,1,63,4,0.427694406548431,0.433356594556874,0.429444363092388
"27858",27858,2,69,30,0.425977653631285,0.430496453900709,0.428794808843918
"27896",27896,1,6,3,0.426583159359777,0.428670842032011,0.42743850215109
"27936",27936,1,31,11,0.427659574468085,0.431593794076164,0.429683115755083
"27989",27989,1,30,9,0.427659574468085,0.431511710432931,0.429611740129416
"28074",28074,2,13,6,0.428672817601136,0.430801987224982,0.42990069580673
"28077",28077,1,40,5,0.426981919332406,0.430801987224982,0.429142565103164
"28101",28101,2,8,4,0.426241134751773,0.430496453900709,0.429230457494341
"28178",28178,2,17,9,0.427659574468085,0.433098591549296,0.430825340792521
"28255",28255,2,35,8,0.424895688456189,0.429787234042553,0.427542531754178
"28256",28256,1,35,8,0.424895688456189,0.429787234042553,0.427547040846285
"28259",28259,1,30,12,0.424581005586592,0.429787234042553,0.427453897418203
"28341",28341,1,30,10,0.425279329608939,0.430801987224982,0.428566043912177
"28377",28377,1,61,27.5,0.426039536468984,0.429971988795518,0.428448950467683
"28381",28381,2,44,8,0.426039536468984,0.430575035063114,0.428893651016218
"28388",28388,1,38,11,0.425887265135699,0.431205673758865,0.428616280211166
"28457",28457,1,29,11,0.426573426573427,0.43199436222692,0.428776965006114
"28472",28472,1,28,12,0.428670842032011,0.43241330502477,0.430461400830053
"28490",28490,1,6,4,0.428977272727273,0.431914893617021,0.429889354621846
"28500",28500,3,29,18,0.428072625698324,0.43222143364088,0.430330810414264
"28540",28540,8,29,20,0.428169014084507,0.431511710432931,0.429281122959811
"28541",28541,8,31,20.5,0.428672817601136,0.432931156848829,0.430471658650892
"28565",28565,1,10,6,0.42787456445993,0.429172510518934,0.428372493493694
"28613",28613,2,9,5,0.428969359331476,0.431058495821727,0.429982223706141
"28618",28618,2,18,7,0.427177700348432,0.431058495821727,0.429732533877895
"28640",28640,2,31,14,0.426880222841226,0.430273300630694,0.428918649157468
"28678",28678,1,18,10,0.425087108013937,0.428571428571429,0.426480305117135
"28730",28730,1,38,18,0.424284717376134,0.427659574468085,0.426219806160767
"28731",28731,1,38,15.5,0.423157894736842,0.427566807313643,0.425799161661851
"28741",28741,1,38,24,0.423103688239388,0.427362482369535,0.425415934098018
"28794",28794,1,25,17,0.423504867872044,0.427266338721012,0.424965168934556
"28814",28814,1,23,17,0.424094707520891,0.429880197322058,0.426888196785299
"28883",28883,1,40,10,0.423317140874393,0.426275331935709,0.425269122167122
"28884",28884,1,50,8,0.423317140874393,0.427464788732394,0.425546925530714
"28939",28939,1,54,13,0.423497267759563,0.427459306440198,0.425575456418025
"28983",28983,1,50,26.5,0.424723756906077,0.428769979152189,0.42701215032701
"28986",28986,3,48,26,0.425255972696246,0.428769979152189,0.426616221359461
"29015",29015,1,59,22,0.425502425502426,0.430496453900709,0.428188200766692
"29052",29052,1,30,12,0.424390243902439,0.42937456078707,0.426717185042376
"29137",29137,1,17,8,0.424200278164117,0.427374301675978,0.426381024155015
"29168",29168,1,37,7,0.424495476687544,0.429478138222849,0.426045156280641
"29170",29170,1,42,21,0.424495476687544,0.429880197322058,0.426464470001697
"29209",29209,1,28,14.5,0.424495476687544,0.427659574468085,0.42556052763086
"29267",29267,1,40,15,0.425311203319502,0.428470754052149,0.427183225810435
"29276",29276,2,62,33,0.425546448087432,0.431205673758865,0.42821274968747
"29293",29293,1,8,3.5,0.428870292887029,0.429971988795518,0.429471352124913
"29294",29294,1,39,7,0.42787456445993,0.43256464011181,0.429389986473203
"29375",29375,1,62,29,0.426912568306011,0.432793807178044,0.429373983453023
"29378",29378,1,41,20,0.426912568306011,0.431058495821727,0.429072394417771
"29427",29427,1,32,25,0.427595628415301,0.42966573816156,0.428364539104842
"29438",29438,1,63,8.5,0.428571428571429,0.434042553191489,0.431664029773385
"29478",29478,1,39,16,0.427681660899654,0.431914893617021,0.429754237725144
"29493",29493,1,36,5.5,0.426912568306011,0.430854760250174,0.427679584134243
"29516",29516,1,28,4,0.427303754266212,0.43015214384509,0.428606210901256
"29616",29616,1,22,8,0.428969359331476,0.433170048985304,0.431049278588017
"29662",29662,1,17,7.5,0.429169574319609,0.432262569832402,0.43065639376758
"29675",29675,1,65,13,0.425938566552901,0.433151432469304,0.428474734850111
"29681",29681,2,12,4.5,0.426621160409556,0.427884615384615,0.427225085520943
"29696",29696,1,62,14,0.426039536468984,0.433151432469304,0.428700394446426
"29736",29736,1,52,10,0.429058663028649,0.432960893854749,0.431424883365712
"29740",29740,1,56,10,0.429447852760736,0.432960893854749,0.431339088197643
"29795",29795,1,40,18.5,0.428571428571429,0.430422919508868,0.429576200533534
"29825",29825,1,42,8,0.428272980501393,0.433684210526316,0.431553993844541
"29895",29895,2,14,7,0.423312883435583,0.424676209952284,0.423987325762756
"29916",29916,1,59,29,0.429163787145819,0.434507042253521,0.431800259754637
"29922",29922,2,52,27,0.427986348122867,0.433309809456598,0.430893664285063
"29947",29947,1,59,27,0.430327868852459,0.435326842837274,0.431929754383466
"29952",29952,3,55,30,0.430622009569378,0.435326842837274,0.433132013552656
"29963",29963,1,37,27,0.430422919508868,0.432167832167832,0.431422243234922
"29978",29978,2,35,20.5,0.426229508196721,0.430264993026499,0.428370981389413
"29981",29981,5,42,23,0.426229508196721,0.430962343096234,0.429152725214293
"29996",29996,4,25,12,0.426229508196721,0.430327868852459,0.428569913642011
"30011",30011,1,29,14.5,0.428969359331476,0.432752613240418,0.431452225371042
"30014",30014,1,14,5,0.431659693165969,0.433054393305439,0.432322610139174
"30029",30029,1,9,4,0.430843706777317,0.433609958506224,0.43222683264177
"30066",30066,1,22,5,0.426480836236934,0.428967428967429,0.427789244212592
"30132",30132,1,14,6,0.428272980501393,0.431070678796361,0.429440530669386
"30162",30162,2,33,9,0.423693379790941,0.425472358292512,0.424609712578136
"30201",30201,3,23,11.5,0.425770308123249,0.427974947807933,0.426496130505769
"30224",30224,1,14,5,0.425,0.426871938418474,0.425820079862493
"30244",30244,1,19,8,0.423988842398884,0.42676944639103,0.425714934836914
"30245",30245,1,13,8,0.423988842398884,0.42676944639103,0.425661921190572
"30279",30279,1,15,9,0.422486033519553,0.427475592747559,0.424214263387117
"30294",30294,1,16,8,0.427177700348432,0.432375613174492,0.429656916962027
"30325",30325,1,10,5,0.426675977653631,0.429271708683473,0.427682841806088
"30342",30342,1,17,4,0.428072625698324,0.430183356840621,0.428647854201068
"30378",30378,1,25,7,0.425487465181059,0.430780042164441,0.427478753630155
"30379",30379,1,24,3,0.425487465181059,0.428772919605078,0.426603491803746
"30394",30394,1,29,12.5,0.425680390788555,0.430780042164441,0.42796533063323
